resource_id,semantic_key,resource_family,svg_path,png_24_path,png_32_path,png_48_path,png_64_path,source_placeholder_reference,production_candidate,replacement_ready,ready_for_pilot_review,qa_status,qa_notes
bio_page_data_check_preparation,bio.page.data_check_preparation,bio_pages,docs/ui/icon_production/p1/svg/bio_page_data_check_preparation.svg,docs/ui/icon_production/p1/png/24/bio_page_data_check_preparation.png,docs/ui/icon_production/p1/png/32/bio_page_data_check_preparation.png,docs/ui/icon_production/p1/png/48/bio_page_data_check_preparation.png,docs/ui/icon_production/p1/png/64/bio_page_data_check_preparation.png,docs/ui/icon_extraction/batch_01/bio_pages/bio_page_data_check_preparation_64_placeholder.png,true,false,true,candidate_generated_pending_pilot_visual_review,Generated as new transparent SVG candidate from vector primitives; placeholder reference used only for composition guidance; not wired to active assets or loader.
bio_page_group_design,bio.page.group_design,bio_pages,docs/ui/icon_production/p1/svg/bio_page_group_design.svg,docs/ui/icon_production/p1/png/24/bio_page_group_design.png,docs/ui/icon_production/p1/png/32/bio_page_group_design.png,docs/ui/icon_production/p1/png/48/bio_page_group_design.png,docs/ui/icon_production/p1/png/64/bio_page_group_design.png,docs/ui/icon_extraction/batch_01/bio_pages/bio_page_group_design_64_placeholder.png,true,false,true,candidate_generated_pending_pilot_visual_review,Generated as new transparent SVG candidate from vector primitives; placeholder reference used only for composition guidance; not wired to active assets or loader.
bio_page_analysis_tasks,bio.page.analysis_tasks,bio_pages,docs/ui/icon_production/p1/svg/bio_page_analysis_tasks.svg,docs/ui/icon_production/p1/png/24/bio_page_analysis_tasks.png,docs/ui/icon_production/p1/png/32/bio_page_analysis_tasks.png,docs/ui/icon_production/p1/png/48/bio_page_analysis_tasks.png,docs/ui/icon_production/p1/png/64/bio_page_analysis_tasks.png,docs/ui/icon_extraction/batch_01/bio_pages/bio_page_analysis_tasks_64_placeholder.png,true,false,true,candidate_generated_pending_pilot_visual_review,Generated as new transparent SVG candidate from vector primitives; placeholder reference used only for composition guidance; not wired to active assets or loader.
bio_page_result_report,bio.page.result_report,bio_pages,docs/ui/icon_production/p1/svg/bio_page_result_report.svg,docs/ui/icon_production/p1/png/24/bio_page_result_report.png,docs/ui/icon_production/p1/png/32/bio_page_result_report.png,docs/ui/icon_production/p1/png/48/bio_page_result_report.png,docs/ui/icon_production/p1/png/64/bio_page_result_report.png,docs/ui/icon_extraction/batch_01/bio_pages/bio_page_result_report_64_placeholder.png,true,false,true,candidate_generated_pending_pilot_visual_review,Generated as new transparent SVG candidate from vector primitives; placeholder reference used only for composition guidance; not wired to active assets or loader.
bio_page_report_export,bio.page.report_export,bio_pages,docs/ui/icon_production/p1/svg/bio_page_report_export.svg,docs/ui/icon_production/p1/png/24/bio_page_report_export.png,docs/ui/icon_production/p1/png/32/bio_page_report_export.png,docs/ui/icon_production/p1/png/48/bio_page_report_export.png,docs/ui/icon_production/p1/png/64/bio_page_report_export.png,docs/ui/icon_extraction/batch_01/bio_pages/bio_page_report_export_64_placeholder.png,true,false,true,candidate_generated_pending_pilot_visual_review,Generated as new transparent SVG candidate from vector primitives; placeholder reference used only for composition guidance; not wired to active assets or loader.
bio_page_settings_resources,bio.page.settings_resources,bio_pages,docs/ui/icon_production/p1/svg/bio_page_settings_resources.svg,docs/ui/icon_production/p1/png/24/bio_page_settings_resources.png,docs/ui/icon_production/p1/png/32/bio_page_settings_resources.png,docs/ui/icon_production/p1/png/48/bio_page_settings_resources.png,docs/ui/icon_production/p1/png/64/bio_page_settings_resources.png,docs/ui/icon_extraction/batch_01/bio_pages/bio_page_settings_resources_64_placeholder.png,true,false,true,candidate_generated_pending_pilot_visual_review,Generated as new transparent SVG candidate from vector primitives; placeholder reference used only for composition guidance; not wired to active assets or loader.
bio_page_project_logs,bio.page.project_logs_technical_details,bio_pages,docs/ui/icon_production/p1/svg/bio_page_project_logs.svg,docs/ui/icon_production/p1/png/24/bio_page_project_logs.png,docs/ui/icon_production/p1/png/32/bio_page_project_logs.png,docs/ui/icon_production/p1/png/48/bio_page_project_logs.png,docs/ui/icon_production/p1/png/64/bio_page_project_logs.png,docs/ui/icon_extraction/batch_01/bio_pages/bio_page_project_logs_64_placeholder.png,true,false,true,candidate_generated_pending_pilot_visual_review,Generated as new transparent SVG candidate from vector primitives; placeholder reference used only for composition guidance; not wired to active assets or loader.
meta_page_project_home,meta.page.project_home,meta_pages,docs/ui/icon_production/p1/svg/meta_page_project_home.svg,docs/ui/icon_production/p1/png/24/meta_page_project_home.png,docs/ui/icon_production/p1/png/32/meta_page_project_home.png,docs/ui/icon_production/p1/png/48/meta_page_project_home.png,docs/ui/icon_production/p1/png/64/meta_page_project_home.png,docs/ui/icon_extraction/batch_01/meta_pages/meta_page_project_home_64_placeholder.png,true,false,true,candidate_generated_pending_pilot_visual_review,Generated as new transparent SVG candidate from vector primitives; placeholder reference used only for composition guidance; not wired to active assets or loader.
meta_page_question_meta_type,meta.page.question_meta_type,meta_pages,docs/ui/icon_production/p1/svg/meta_page_question_meta_type.svg,docs/ui/icon_production/p1/png/24/meta_page_question_meta_type.png,docs/ui/icon_production/p1/png/32/meta_page_question_meta_type.png,docs/ui/icon_production/p1/png/48/meta_page_question_meta_type.png,docs/ui/icon_production/p1/png/64/meta_page_question_meta_type.png,docs/ui/icon_extraction/batch_01/meta_pages/meta_page_question_meta_type_64_placeholder.png,true,false,true,candidate_generated_pending_pilot_visual_review,Generated as new transparent SVG candidate from vector primitives; placeholder reference used only for composition guidance; not wired to active assets or loader.
meta_page_search_strategy,meta.page.search_strategy,meta_pages,docs/ui/icon_production/p1/svg/meta_page_search_strategy.svg,docs/ui/icon_production/p1/png/24/meta_page_search_strategy.png,docs/ui/icon_production/p1/png/32/meta_page_search_strategy.png,docs/ui/icon_production/p1/png/48/meta_page_search_strategy.png,docs/ui/icon_production/p1/png/64/meta_page_search_strategy.png,docs/ui/icon_extraction/batch_01/meta_pages/meta_page_search_strategy_64_placeholder.png,true,false,true,candidate_generated_pending_pilot_visual_review,Generated as new transparent SVG candidate from vector primitives; placeholder reference used only for composition guidance; not wired to active assets or loader.
meta_page_import_deduplication,meta.page.import_dedup,meta_pages,docs/ui/icon_production/p1/svg/meta_page_import_deduplication.svg,docs/ui/icon_production/p1/png/24/meta_page_import_deduplication.png,docs/ui/icon_production/p1/png/32/meta_page_import_deduplication.png,docs/ui/icon_production/p1/png/48/meta_page_import_deduplication.png,docs/ui/icon_production/p1/png/64/meta_page_import_deduplication.png,docs/ui/icon_extraction/batch_01/meta_pages/meta_page_import_deduplication_64_placeholder.png,true,false,true,candidate_generated_pending_pilot_visual_review,Generated as new transparent SVG candidate from vector primitives; placeholder reference used only for composition guidance; not wired to active assets or loader.
meta_page_screening,meta.page.screening,meta_pages,docs/ui/icon_production/p1/svg/meta_page_screening.svg,docs/ui/icon_production/p1/png/24/meta_page_screening.png,docs/ui/icon_production/p1/png/32/meta_page_screening.png,docs/ui/icon_production/p1/png/48/meta_page_screening.png,docs/ui/icon_production/p1/png/64/meta_page_screening.png,docs/ui/icon_extraction/batch_01/meta_pages/meta_page_screening_64_placeholder.png,true,false,true,candidate_generated_pending_pilot_visual_review,Generated as new transparent SVG candidate from vector primitives; placeholder reference used only for composition guidance; not wired to active assets or loader.
meta_page_fulltext_extraction,meta.page.fulltext_extraction,meta_pages,docs/ui/icon_production/p1/svg/meta_page_fulltext_extraction.svg,docs/ui/icon_production/p1/png/24/meta_page_fulltext_extraction.png,docs/ui/icon_production/p1/png/32/meta_page_fulltext_extraction.png,docs/ui/icon_production/p1/png/48/meta_page_fulltext_extraction.png,docs/ui/icon_production/p1/png/64/meta_page_fulltext_extraction.png,docs/ui/icon_extraction/batch_01/meta_pages/meta_page_fulltext_extraction_64_placeholder.png,true,false,true,candidate_generated_pending_pilot_visual_review,Generated as new transparent SVG candidate from vector primitives; placeholder reference used only for composition guidance; not wired to active assets or loader.
meta_page_quality_assessment,meta.page.quality_assessment,meta_pages,docs/ui/icon_production/p1/svg/meta_page_quality_assessment.svg,docs/ui/icon_production/p1/png/24/meta_page_quality_assessment.png,docs/ui/icon_production/p1/png/32/meta_page_quality_assessment.png,docs/ui/icon_production/p1/png/48/meta_page_quality_assessment.png,docs/ui/icon_production/p1/png/64/meta_page_quality_assessment.png,docs/ui/icon_extraction/batch_01/meta_pages/meta_page_quality_assessment_64_placeholder.png,true,false,true,candidate_generated_pending_pilot_visual_review,Generated as new transparent SVG candidate from vector primitives; placeholder reference used only for composition guidance; not wired to active assets or loader.
meta_page_analysis_tasks,meta.page.analysis_tasks,meta_pages,docs/ui/icon_production/p1/svg/meta_page_analysis_tasks.svg,docs/ui/icon_production/p1/png/24/meta_page_analysis_tasks.png,docs/ui/icon_production/p1/png/32/meta_page_analysis_tasks.png,docs/ui/icon_production/p1/png/48/meta_page_analysis_tasks.png,docs/ui/icon_production/p1/png/64/meta_page_analysis_tasks.png,docs/ui/icon_extraction/batch_01/meta_pages/meta_page_analysis_tasks_64_placeholder.png,true,false,true,candidate_generated_pending_pilot_visual_review,Generated as new transparent SVG candidate from vector primitives; placeholder reference used only for composition guidance; not wired to active assets or loader.
meta_page_result_report,meta.page.result_report,meta_pages,docs/ui/icon_production/p1/svg/meta_page_result_report.svg,docs/ui/icon_production/p1/png/24/meta_page_result_report.png,docs/ui/icon_production/p1/png/32/meta_page_result_report.png,docs/ui/icon_production/p1/png/48/meta_page_result_report.png,docs/ui/icon_production/p1/png/64/meta_page_result_report.png,docs/ui/icon_extraction/batch_01/meta_pages/meta_page_result_report_64_placeholder.png,true,false,true,candidate_generated_pending_pilot_visual_review,Generated as new transparent SVG candidate from vector primitives; placeholder reference used only for composition guidance; not wired to active assets or loader.
meta_page_report_export,meta.page.report_export,meta_pages,docs/ui/icon_production/p1/svg/meta_page_report_export.svg,docs/ui/icon_production/p1/png/24/meta_page_report_export.png,docs/ui/icon_production/p1/png/32/meta_page_report_export.png,docs/ui/icon_production/p1/png/48/meta_page_report_export.png,docs/ui/icon_production/p1/png/64/meta_page_report_export.png,docs/ui/icon_extraction/batch_01/meta_pages/meta_page_report_export_64_placeholder.png,true,false,true,candidate_generated_pending_pilot_visual_review,Generated as new transparent SVG candidate from vector primitives; placeholder reference used only for composition guidance; not wired to active assets or loader.
